Year,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Region
2018,Montgomery,TX,Passenger,2,0,2,63,65,3.08,South
2023,Santa Cruz,CA,Passenger,1,0,1,17,18,5.56,West
2019,Klamath,OR,Passenger,1,0,1,38,39,2.56,West
2020,St. Mary's,MD,Passenger,1,0,1,217,218,0.46,Northeast
2023,Sonoma,CA,Passenger,1,1,2,54,56,3.57,West
2018,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2019,Pima,AZ,Passenger,3,1,4,381,385,1.04,West
2019,Ventura,CA,Passenger,0,2,2,317,319,0.63,West
2023,Alexandria,VA,Passenger,2,1,3,84,87,3.45,South
2019,Montgomery,TX,Passenger,2,0,2,62,64,3.12,South
2019,Placer,CA,Passenger,1,0,1,103,104,0.96,West
2023,Henrico,VA,Passenger,0,1,1,5,6,16.67,South
2017,Franklin,OH,Passenger,0,1,1,116,117,0.85,Midwest
2018,St. Mary's,MD,Passenger,1,0,1,217,218,0.46,Northeast
2018,New London,CT,Passenger,1,1,2,252,254,0.79,Northeast
2021,Monterey,CA,Passenger,0,1,1,154,155,0.65,West
2020,Albemarle,VA,Passenger,1,0,1,22,23,4.35,South
2022,Champaign,IL,Passenger,1,0,1,13,14,7.14,Midwest
2022,Adams,CO,Passenger,1,0,1,38,39,2.56,West
2021,Collier,FL,Passenger,1,0,1,20,21,4.76,South
2021,Richmond,NY,Passenger,1,0,1,6,7,14.29,Northeast
2021,Suffolk,VA,Passenger,1,0,1,126,127,0.79,South
2021,Miami-Dade,FL,Passenger,1,0,1,97,98,1.02,South
2021,Dallas,TX,Passenger,1,0,1,143,144,0.69,South
2020,Hamilton,IN,Passenger,1,0,1,41,42,2.38,Midwest
2022,Fairfax,VA,Passenger,4,3,7,649,656,1.07,South
2020,Multnomah,OR,Passenger,4,6,10,697,707,1.41,West
2021,Contra Costa,CA,Passenger,2,4,6,267,273,2.2,West
2022,Randolph,NC,Passenger,1,0,1,5,6,16.67,South
2018,Mecklenburg,NC,Passenger,1,0,1,79,80,1.25,South
2021,Kings,CA,Passenger,2,0,2,330,332,0.6,West
2022,Pinellas,FL,Passenger,0,1,1,92,93,1.08,South
2017,Dale,AL,Passenger,0,1,1,62,63,1.59,South
2017,Honolulu,HI,Passenger,4,2,6,667,673,0.89,West
2020,Collin,TX,Passenger,2,1,3,121,124,2.42,South
2017,Tulare,CA,Passenger,1,0,1,189,190,0.53,West
2018,Norfolk,VA,Passenger,1,2,3,327,330,0.91,South
2021,New London,CT,Passenger,1,2,3,225,228,1.32,Northeast
2020,Sacramento,CA,Passenger,1,0,1,273,274,0.36,West
2022,Jefferson,NY,Passenger,1,1,2,202,204,0.98,Northeast
2019,Caddo,LA,Passenger,0,1,1,22,23,4.35,South
2018,Broward,FL,Passenger,1,1,2,136,138,1.45,South
2023,Travis,TX,Passenger,2,0,2,82,84,2.38,South
2020,Pinellas,FL,Passenger,1,1,2,108,110,1.82,South
2017,Tulare,CA,Passenger,1,0,1,203,204,0.49,West
2021,Nassau,NY,Passenger,3,0,3,32,35,8.57,Northeast
2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69,Northeast
2018,Marion,IN,Passenger,1,0,1,117,118,0.85,Midwest
2019,Mercer,NJ,Passenger,0,1,1,20,21,4.76,Northeast
2022,Ventura,CA,Passenger,3,2,5,212,217,2.3,West
2017,Hawaii,HI,Passenger,1,0,1,88,89,1.12,West
2017,Contra Costa,CA,Passenger,0,1,1,465,466,0.21,West
2022,St. Louis,MO,Passenger,2,0,2,72,74,2.7,Midwest
2023,Dallas,TX,Passenger,1,0,1,85,86,1.16,South
2020,Carroll,NH,Passenger,0,1,1,4,5,20.0,Northeast
2017,Dakota,MN,Passenger,0,2,2,37,39,5.13,Midwest
2019,Houston,GA,Passenger,1,0,1,54,55,1.82,South
2017,Okaloosa,FL,Passenger,1,0,1,188,189,0.53,South
2021,Sarasota,FL,Passenger,2,0,2,32,34,5.88,South
2018,Charleston,SC,Passenger,1,0,1,129,130,0.77,South
2023,Los Angeles,CA,Passenger,4,5,9,668,677,1.33,West
2021,Queens,NY,Passenger,1,0,1,51,52,1.92,Northeast
2022,Santa Clara,CA,Passenger,8,1,9,240,249,3.61,West
2020,Williamson,TX,Passenger,0,2,2,143,145,1.38,South
2022,Sedgwick,KS,Passenger,1,1,2,85,87,2.3,Midwest
2022,District of Columbia,DC,Passenger,4,0,4,186,190,2.11,
2018,Monterey,CA,Passenger,0,2,2,195,197,1.02,West
2017,Tuolumne,CA,Passenger,0,1,1,14,15,6.67,West
2020,Fulton,GA,Passenger,1,2,3,88,91,3.3,South
2017,Flathead,MT,Passenger,1,0,1,57,58,1.72,West
2020,Salt Lake,UT,Passenger,0,1,1,191,192,0.52,West
2023,Alexandria,VA,Passenger,3,1,4,89,93,4.3,South
2018,Madison,ID,Passenger,1,0,1,40,41,2.44,West
2020,Broward,FL,Passenger,2,1,3,116,119,2.52,South
2019,Hennepin,MN,Passenger,2,0,2,101,103,1.94,Midwest
2019,Allegheny,PA,Passenger,1,0,1,81,82,1.22,Northeast
2019,Shelby,TN,Passenger,0,1,1,95,96,1.04,South
2022,Yavapai,AZ,Passenger,0,1,1,24,25,4.0,West
2021,Nueces,TX,Passenger,1,0,1,78,79,1.27,South
2017,Gwinnett,GA,Passenger,0,1,1,86,87,1.15,South
2017,Collier,FL,Passenger,1,0,1,21,22,4.55,South
2019,Shelby,TN,Passenger,0,1,1,96,97,1.03,South
2019,Monroe,IL,Passenger,1,0,1,4,5,20.0,Midwest
2021,Powhatan,VA,Passenger,1,0,1,1,2,50.0,South
2021,Dallas,TX,Passenger,1,0,1,165,166,0.6,South
2019,Broward,FL,Passenger,2,1,3,131,134,2.24,South
2023,Yavapai,AZ,Passenger,0,1,1,22,23,4.35,West
2018,Palm Beach,FL,Passenger,0,1,1,86,87,1.15,South
2022,Harrison,MS,Passenger,1,0,1,32,33,3.03,South
2022,Okaloosa,FL,Passenger,0,1,1,97,98,1.02,South
2022,Baltimore,MD,Passenger,1,0,1,76,77,1.3,Northeast
2017,Hardin,KY,Passenger,0,1,1,121,122,0.82,South
2023,Solano,CA,Passenger,4,0,4,142,146,2.74,West
2019,Hawaii,HI,Passenger,1,0,1,59,60,1.67,West
2021,Bartow,GA,Passenger,0,1,1,4,5,20.0,South
2023,Kings,CA,Passenger,2,1,3,284,287,1.05,West
2023,Arapahoe,CO,Passenger,1,1,2,72,74,2.7,West
2018,Pima,AZ,Passenger,1,1,2,421,423,0.47,West
2017,Honolulu,HI,Passenger,3,2,5,568,573,0.87,West
2018,Dallas,TX,Passenger,0,1,1,207,208,0.48,South
2022,Wichita,TX,Passenger,2,0,2,39,41,4.88,South
2018,Charles,MD,Passenger,0,1,1,82,83,1.2,Northeast
2022,Williamsburg,VA,Passenger,0,1,1,7,8,12.5,South
2022,Yavapai,AZ,Passenger,0,1,1,30,31,3.23,West
2021,Allegheny,PA,Passenger,1,1,2,63,65,3.08,Northeast
2023,Sacramento,CA,Passenger,4,0,4,168,172,2.33,West
2021,Collier,FL,Passenger,1,0,1,17,18,5.56,South
2021,Bexar,TX,Passenger,3,5,8,509,517,1.55,South
2018,Okaloosa,FL,Passenger,1,0,1,174,175,0.57,South
2020,Hillsborough,FL,Passenger,0,1,1,189,190,0.53,South
2021,Dallas,TX,Passenger,1,0,1,170,171,0.58,South
2018,Ada,ID,Passenger,0,2,2,350,352,0.57,West
2021,Orange,CA,Passenger,5,2,7,399,406,1.72,West
2018,Maui,HI,Passenger,1,0,1,55,56,1.79,West
2021,Sumter,FL,Passenger,0,1,1,8,9,11.11,South
2018,Norfolk,MA,Passenger,1,0,1,37,38,2.63,Northeast
2023,Essex,NJ,Passenger,2,0,2,5,7,28.57,Northeast
2018,Alameda,CA,Passenger,0,1,1,346,347,0.29,West
2023,Carroll,MD,Passenger,0,1,1,18,19,5.26,Northeast
2017,Tuolumne,CA,Passenger,0,1,1,14,15,6.67,West
2020,Polk,FL,Passenger,1,0,1,65,66,1.52,South
2023,Duval,FL,Passenger,1,0,1,250,251,0.4,South
2018,Contra Costa,CA,Passenger,0,1,1,439,440,0.23,West
2017,Montgomery,PA,Passenger,1,0,1,39,40,2.5,Northeast
2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,South
2021,Boulder,CO,Passenger,1,1,2,44,46,4.35,West
2018,Moore,NC,Passenger,0,1,1,195,196,0.51,South
2021,St. Clair,IL,Passenger,1,0,1,139,140,0.71,Midwest
2019,Hennepin,MN,Passenger,2,1,3,100,103,2.91,Midwest
2018,Carroll,NH,Passenger,0,1,1,1,2,50.0,Northeast
2019,New London,CT,Passenger,0,2,2,249,251,0.8,Northeast
2023,Sarpy,NE,Passenger,1,0,1,49,50,2.0,Midwest
2022,Pennington,SD,Passenger,2,0,2,27,29,6.9,Midwest
2022,Manassas,VA,Passenger,0,1,1,9,10,10.0,South
2023,Eagle,CO,Passenger,1,0,1,7,8,12.5,West
2018,San Diego,CA,Passenger,9,2,11,2582,2593,0.42,West
2022,Hoke,NC,Passenger,2,0,2,69,71,2.82,South
2020,Collin,TX,Passenger,2,1,3,124,127,2.36,South
2022,Honolulu,HI,Passenger,4,4,8,363,371,2.16,West
2023,Sheridan,WY,Passenger,1,0,1,5,6,16.67,West
2020,Calvert,MD,Passenger,0,2,2,91,93,2.15,Northeast
2023,Solano,CA,Passenger,5,0,5,133,138,3.62,West
2021,Broward,FL,Passenger,2,0,2,114,116,1.72,South
2023,Napa,CA,Passenger,0,1,1,8,9,11.11,West
2022,Platte,MO,Passenger,1,0,1,22,23,4.35,Midwest
2022,Essex,NJ,Passenger,2,0,2,9,11,18.18,Northeast
2019,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2018,Juneau,AK,Passenger,0,1,1,46,47,2.13,West
2018,Okaloosa,FL,Passenger,1,0,1,174,175,0.57,South
2020,Monterey,CA,Passenger,0,1,1,159,160,0.62,West
2022,Lane,OR,Passenger,0,2,2,109,111,1.8,West
2019,Montgomery,PA,Passenger,2,0,2,36,38,5.26,Northeast
2023,Denton,TX,Passenger,1,0,1,48,49,2.04,South
2021,Greene,MO,Passenger,0,1,1,32,33,3.03,Midwest
2021,Queens,NY,Passenger,2,0,2,45,47,4.26,Northeast
2017,Franklin,MA,Passenger,0,1,1,4,5,20.0,Northeast
2021,Harris,TX,Passenger,1,1,2,181,183,1.09,South
2020,Morris,NJ,Passenger,1,0,1,18,19,5.26,Northeast
2022,Polk,OR,Passenger,0,1,1,21,22,4.55,West
2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88,South
2018,Rogers,OK,Passenger,1,0,1,5,6,16.67,South
2019,Williamson,TX,Passenger,0,1,1,143,144,0.69,South
2020,Norfolk,VA,Passenger,2,3,5,350,355,1.41,South
2021,Bartow,GA,Passenger,0,1,1,3,4,25.0,South
2020,Bartow,GA,Passenger,0,1,1,4,5,20.0,South
2017,Salt Lake,UT,Passenger,0,1,1,308,309,0.32,West
2020,Lake,IL,Passenger,1,0,1,169,170,0.59,Midwest
2022,Allegheny,PA,Passenger,1,1,2,57,59,3.39,Northeast
2020,Loudoun,VA,Passenger,1,0,1,88,89,1.12,South
2020,Alameda,CA,Passenger,3,1,4,280,284,1.41,West
2019,Brevard,FL,Passenger,0,1,1,90,91,1.1,South
2023,Lane,OR,Passenger,0,2,2,78,80,2.5,West
2017,Anne Arundel,MD,Passenger,0,1,1,491,492,0.2,Northeast
2022,El Paso,TX,Passenger,2,0,2,356,358,0.56,South
2019,Lake,FL,Passenger,1,0,1,21,22,4.55,South
2019,Maricopa,AZ,Passenger,7,7,14,1533,1547,0.9,West
2017,Moore,NC,Passenger,0,1,1,205,206,0.49,South
2017,Pima,AZ,Passenger,1,1,2,421,423,0.47,West
2021,Charleston,SC,Passenger,1,1,2,88,90,2.22,South
2018,Charles,MD,Passenger,0,1,1,83,84,1.19,Northeast
2022,Washington,MD,Passenger,2,0,2,14,16,12.5,Northeast
2020,Oldham,KY,Passenger,0,1,1,4,5,20.0,South
2018,Franklin,MA,Passenger,0,1,1,1,2,50.0,Northeast
2017,Salt Lake,UT,Passenger,0,1,1,265,266,0.38,West
2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29,South
2017,Sedgwick,KS,Passenger,0,1,1,109,110,0.91,Midwest
2021,Lake,IL,Passenger,3,0,3,159,162,1.85,Midwest
2017,Prince George's,MD,Passenger,0,1,1,183,184,0.54,Northeast
2017,Norfolk,MA,Passenger,1,0,1,38,39,2.56,Northeast
2021,Collier,FL,Passenger,1,0,1,18,19,5.26,South
2020,Shelby,OH,Passenger,0,1,1,1,2,50.0,Midwest
2021,Williams,ND,Passenger,0,1,1,7,8,12.5,Midwest
2023,Williamson,TX,Passenger,0,2,2,59,61,3.28,South
2019,Honolulu,HI,Passenger,4,2,6,491,497,1.21,West
2022,San Joaquin,CA,Passenger,1,1,2,96,98,2.04,West
2020,Collier,FL,Passenger,1,0,1,18,19,5.26,South
2020,Prince George's,MD,Passenger,1,1,2,172,174,1.15,Northeast
2021,Philadelphia,PA,Passenger,1,0,1,54,55,1.82,Northeast
2017,Manatee,FL,Passenger,1,0,1,42,43,2.33,South
2019,Allegheny,PA,Passenger,1,0,1,85,86,1.16,Northeast
2017,Wayne,MI,Passenger,0,2,2,78,80,2.5,Midwest
2022,Portsmouth,VA,Passenger,0,1,1,75,76,1.32,South
2023,Honolulu,HI,Passenger,2,3,5,262,267,1.87,West
2020,Nassau,NY,Passenger,4,0,4,32,36,11.11,Northeast
2021,Middlesex,MA,Passenger,1,1,2,95,97,2.06,Northeast
2017,Fulton,GA,Passenger,1,1,2,128,130,1.54,South
2023,Duval,FL,Passenger,1,0,1,241,242,0.41,South
2017,Marion,OR,Passenger,1,0,1,198,199,0.5,West
2021,Owyhee,ID,Passenger,1,0,1,2,3,33.33,West
2018,Maui,HI,Passenger,2,0,2,51,53,3.77,West
2022,St. Louis,MO,Passenger,2,0,2,54,56,3.57,Midwest
2021,Williamsburg,VA,Passenger,0,1,1,6,7,14.29,South
2021,Rogers,OK,Passenger,1,0,1,3,4,25.0,South
2022,Arlington,VA,Passenger,1,0,1,110,111,0.9,South
2018,Larimer,CO,Passenger,1,0,1,62,63,1.59,West
2023,Montgomery,PA,Passenger,1,0,1,17,18,5.56,Northeast
2022,Placer,CA,Passenger,2,0,2,68,70,2.86,West
2023,Napa,CA,Passenger,0,1,1,9,10,10.0,West
2019,Eagle,CO,Passenger,1,0,1,5,6,16.67,West
2022,Wood,OH,Passenger,0,1,1,5,6,16.67,Midwest
2019,San Joaquin,CA,Passenger,1,0,1,134,135,0.74,West
2017,Pinal,AZ,Passenger,2,0,2,222,224,0.89,West
2021,New York,NY,Passenger,1,0,1,40,41,2.44,Northeast
2018,Hawaii,HI,Passenger,1,0,1,69,70,1.43,West
2019,Randolph,NC,Passenger,1,0,1,6,7,14.29,South
2020,Suffolk,VA,Passenger,1,0,1,129,130,0.77,South
2023,Harnett,NC,Passenger,4,0,4,129,133,3.01,South
2018,Palm Beach,FL,Passenger,0,1,1,93,94,1.06,South
2021,Ray,MO,Passenger,0,1,1,1,2,50.0,Midwest
2020,Howard,IN,Passenger,0,1,1,3,4,25.0,Midwest
2020,Alexandria,VA,Passenger,2,0,2,135,137,1.46,South
2017,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2021,San Diego,CA,Passenger,17,8,25,2548,2573,0.97,West
2017,Fulton,GA,Passenger,1,2,3,136,139,2.16,South
2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33,Northeast
2021,Dallas,TX,Passenger,1,0,1,155,156,0.64,South
2023,Harnett,NC,Passenger,4,0,4,123,127,3.15,South
2020,St. Clair,IL,Passenger,1,0,1,140,141,0.71,Midwest
2019,Oldham,KY,Passenger,0,1,1,5,6,16.67,South
2021,Eagle,CO,Passenger,1,0,1,9,10,10.0,West
2020,Multnomah,OR,Passenger,4,7,11,707,718,1.53,West
2020,Pima,AZ,Passenger,3,1,4,347,351,1.14,West
2022,Wake,NC,Passenger,1,0,1,89,90,1.11,South
2023,Currituck,NC,Passenger,1,0,1,17,18,5.56,South
2022,Beaufort,SC,Passenger,1,0,1,26,27,3.7,South
2023,Madison,IL,Passenger,1,0,1,15,16,6.25,Midwest
2017,Fairfax,VA,Passenger,3,2,5,880,885,0.56,South
2022,Howard,MD,Passenger,0,2,2,49,51,3.92,Northeast
2023,Leavenworth,KS,Passenger,0,1,1,87,88,1.14,Midwest
2017,Middlesex,MA,Passenger,1,0,1,151,152,0.66,Northeast
2022,Geary,KS,Passenger,1,0,1,82,83,1.2,Midwest
2019,Bexar,TX,Passenger,2,5,7,654,661,1.06,South
2023,Okaloosa,FL,Passenger,0,1,1,94,95,1.05,South
2019,Boulder,CO,Passenger,1,0,1,54,55,1.82,West
2022,Hamilton,OH,Truck,1,0,1,2,3,33.33,Midwest
2018,New London,CT,Passenger,1,1,2,253,255,0.78,Northeast
2022,DeKalb,GA,Passenger,1,0,1,54,55,1.82,South
2023,Polk,OR,Passenger,0,1,1,18,19,5.26,West
2017,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2021,Larimer,CO,Passenger,1,0,1,54,55,1.82,West
2017,Jefferson,NY,Passenger,1,1,2,259,261,0.77,Northeast
2017,Dale,AL,Passenger,0,1,1,63,64,1.56,South
2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88,Northeast
2022,Boone,MO,Passenger,0,1,1,8,9,11.11,Midwest
2018,Arlington,VA,Passenger,1,2,3,173,176,1.7,South
2017,Santa Clara,CA,Passenger,7,1,8,387,395,2.03,West
2019,Orange,CA,Passenger,6,1,7,545,552,1.27,West
2017,Moore,NC,Passenger,0,1,1,202,203,0.49,South
2021,Harnett,NC,Passenger,1,1,2,176,178,1.12,South
2019,DeKalb,GA,Passenger,1,0,1,83,84,1.19,South
2017,Manatee,FL,Passenger,1,0,1,46,47,2.13,South
2018,New Haven,CT,Passenger,0,1,1,48,49,2.04,Northeast
2020,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2018,Arlington,VA,Passenger,1,1,2,168,170,1.18,South
2018,Marin,CA,Passenger,1,0,1,56,57,1.75,West
2021,Douglas,NE,Passenger,1,1,2,52,54,3.7,Midwest
2018,Hennepin,MN,Passenger,1,0,1,106,107,0.93,Midwest
2023,Newport News,VA,Passenger,1,0,1,97,98,1.02,South
2019,Oklahoma,OK,Passenger,0,1,1,124,125,0.8,South
2020,Sedgwick,KS,Passenger,1,1,2,93,95,2.11,Midwest
2022,Placer,CA,Passenger,2,0,2,75,77,2.6,West
2022,Contra Costa,CA,Passenger,0,3,3,255,258,1.16,West
2023,Lee,AL,Passenger,1,0,1,11,12,8.33,South
2018,Essex,NJ,Passenger,1,0,1,12,13,7.69,Northeast
2021,Clark,NV,Passenger,5,2,7,631,638,1.1,West
2017,Bexar,TX,Passenger,1,1,2,829,831,0.24,South
2017,San Mateo,CA,Passenger,0,1,1,158,159,0.63,West
2023,Sarpy,NE,Passenger,1,0,1,46,47,2.13,Midwest
2020,Solano,CA,Passenger,1,0,1,209,210,0.48,West
2022,New York,NY,Passenger,1,0,1,39,40,2.5,Northeast
2020,Broward,FL,Passenger,1,1,2,114,116,1.72,South
2017,Utah,UT,Passenger,0,1,1,137,138,0.72,West
2019,Dakota,MN,Passenger,0,2,2,37,39,5.13,Midwest
2019,El Paso,TX,Passenger,2,0,2,500,502,0.4,South
2019,New London,CT,Passenger,0,2,2,243,245,0.82,Northeast
2017,Essex,NJ,Passenger,1,0,1,15,16,6.25,Northeast
2022,Queens,NY,Passenger,1,0,1,47,48,2.08,Northeast
2021,District of Columbia,DC,Passenger,5,0,5,197,202,2.48,
2020,Carroll,NH,Passenger,0,1,1,5,6,16.67,Northeast
2019,Owyhee,ID,Passenger,1,0,1,4,5,20.0,West
2018,Clark,NV,Passenger,2,2,4,736,740,0.54,West
2020,DuPage,IL,Passenger,3,0,3,64,67,4.48,Midwest
2023,Benton,OR,Passenger,1,0,1,27,28,3.57,West
2022,Wake,NC,Passenger,1,0,1,87,88,1.14,South
2021,Platte,MO,Passenger,1,0,1,20,21,4.76,Midwest
2022,Platte,MO,Passenger,1,0,1,23,24,4.17,Midwest
2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26,Northeast
2019,El Paso,CO,Passenger,3,2,5,766,771,0.65,West
2023,Kern,CA,Passenger,1,1,2,196,198,1.01,West
2018,Clay,FL,Passenger,0,1,1,93,94,1.06,South
2022,Penobscot,ME,Passenger,0,1,1,7,8,12.5,Northeast
2023,Hillsborough,FL,Passenger,1,2,3,109,112,2.68,South
2018,Dakota,MN,Passenger,0,2,2,35,37,5.41,Midwest
2020,Sumter,FL,Passenger,0,1,1,9,10,10.0,South
2019,Nueces,TX,Passenger,1,1,2,90,92,2.17,South
2020,New London,CT,Passenger,1,2,3,244,247,1.21,Northeast
2018,Manassas,VA,Passenger,0,1,1,8,9,11.11,South
2019,Carroll,NH,Passenger,0,1,1,1,2,50.0,Northeast
2021,Bucks,PA,Passenger,1,0,1,19,20,5.0,Northeast
2019,Flathead,MT,Passenger,1,0,1,62,63,1.59,West
2017,Cumberland,NC,Passenger,1,0,1,617,618,0.16,South
2017,Douglas,OR,Passenger,0,1,1,90,91,1.1,West
2018,Dakota,MN,Passenger,0,2,2,38,40,5.0,Midwest
2018,Allegheny,PA,Passenger,1,0,1,81,82,1.22,Northeast
2022,Henrico,VA,Passenger,0,1,1,8,9,11.11,South
2019,DuPage,IL,Passenger,1,0,1,64,65,1.54,Midwest
2021,Chesapeake,VA,Passenger,0,2,2,401,403,0.5,South
2019,Douglas,NE,Passenger,0,1,1,68,69,1.45,Midwest
2021,Collier,FL,Passenger,1,0,1,19,20,5.0,South
2022,Arapahoe,CO,Passenger,0,1,1,74,75,1.33,West
2022,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57,West
2020,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,
2019,Santa Fe,NM,Passenger,0,1,1,42,43,2.33,West
2023,Hennepin,MN,Passenger,1,0,1,36,37,2.7,Midwest
2021,Williams,ND,Passenger,0,1,1,10,11,9.09,Midwest
2022,Norfolk,VA,Passenger,3,3,6,285,291,2.06,South
2018,Sacramento,CA,Passenger,1,0,1,303,304,0.33,West
2021,Salt Lake,UT,Passenger,0,1,1,182,183,0.55,West
2023,Galveston,TX,Passenger,0,1,1,16,17,5.88,South
2020,Rogers,OK,Passenger,1,0,1,3,4,25.0,South
2017,Norfolk,VA,Passenger,1,1,2,313,315,0.63,South
2022,St. Tammany,LA,Passenger,1,0,1,36,37,2.7,South
2022,New London,CT,Passenger,2,4,6,188,194,3.09,Northeast
2020,Collin,TX,Passenger,2,1,3,133,136,2.21,South
2018,Travis,TX,Passenger,0,1,1,194,195,0.51,South
2018,Richland,SC,Passenger,0,1,1,175,176,0.57,South
2019,Kootenai,ID,Passenger,1,1,2,221,223,0.9,West
2022,Sheridan,WY,Passenger,1,0,1,6,7,14.29,West
2018,Shelby,TN,Passenger,0,1,1,105,106,0.94,South
2021,Washington,MD,Passenger,1,0,1,11,12,8.33,Northeast
2021,Maricopa,AZ,Passenger,7,5,12,1148,1160,1.03,West
2020,Twin Falls,ID,Passenger,0,1,1,28,29,3.45,West
2023,Ulster,NY,Passenger,1,0,1,7,8,12.5,Northeast
2023,Burlington,NJ,Passenger,2,2,4,92,96,4.17,Northeast
2020,Allegheny,PA,Passenger,1,0,1,76,77,1.3,Northeast
2023,Nueces,TX,Passenger,0,1,1,47,48,2.08,South
2019,Pinellas,FL,Passenger,1,1,2,116,118,1.69,South
2021,Kern,CA,Passenger,0,1,1,200,201,0.5,West
2021,Penobscot,ME,Passenger,0,1,1,9,10,10.0,Northeast
2023,Coryell,TX,Passenger,1,0,1,69,70,1.43,South
2022,Hudson,NJ,Passenger,2,0,2,38,40,5.0,Northeast
2023,Bartow,GA,Passenger,0,1,1,2,3,33.33,South
2020,Fairbanks North Star,AK,Passenger,0,1,1,89,90,1.11,West
2023,Harrison,MS,Passenger,1,0,1,31,32,3.12,South
2022,Camden,NJ,Passenger,0,1,1,13,14,7.14,Northeast
2020,Middlesex,MA,Passenger,1,1,2,96,98,2.04,Northeast
2022,Kauai,HI,Passenger,1,0,1,15,16,6.25,West
2018,Dallas,TX,Passenger,0,1,1,194,195,0.51,South
2018,Hawaii,HI,Passenger,1,0,1,83,84,1.19,West
2019,Frederick,MD,Passenger,1,1,2,80,82,2.44,Northeast
2018,Eagle,CO,Passenger,1,0,1,5,6,16.67,West
2018,DeKalb,IN,Passenger,1,0,1,1,2,50.0,Midwest
2017,Bexar,TX,Passenger,1,0,1,1028,1029,0.1,South
2021,Fresno,CA,Passenger,1,0,1,180,181,0.55,West
2017,Manatee,FL,Passenger,1,0,1,55,56,1.79,South
2017,Orange,FL,Passenger,0,1,1,159,160,0.62,South
2021,St. Mary's,MD,Passenger,1,0,1,216,217,0.46,Northeast
2022,Richland,SC,Passenger,0,2,2,134,136,1.47,South
2021,Saginaw,MI,Passenger,1,0,1,9,10,10.0,Midwest
2023,Fairbanks North Star,AK,Passenger,0,1,1,54,55,1.82,West
2021,Pennington,SD,Passenger,1,0,1,33,34,2.94,Midwest
2021,Washoe,NV,Passenger,1,0,1,103,104,0.96,West
2018,Klamath,OR,Passenger,1,0,1,37,38,2.63,West
2020,Goochland,VA,Passenger,3,2,5,248,253,1.98,South
2022,Allen,IN,Passenger,1,0,1,18,19,5.26,Midwest
2018,Ramsey,MN,Passenger,1,0,1,39,40,2.5,Midwest
2023,Galveston,TX,Passenger,0,1,1,13,14,7.14,South
2022,Rockingham,NH,Passenger,1,0,1,13,14,7.14,Northeast
2020,Deschutes,OR,Passenger,3,0,3,133,136,2.21,West
2018,Orleans,LA,Passenger,0,1,1,46,47,2.13,South
2022,Galveston,TX,Passenger,0,1,1,21,22,4.55,South
2020,Shelby,TN,Passenger,0,1,1,92,93,1.08,South
2022,Prince William,VA,Passenger,1,1,2,201,203,0.99,South
2022,Frederick,MD,Passenger,1,0,1,65,66,1.52,Northeast
2019,Suffolk,MA,Passenger,0,1,1,39,40,2.5,Northeast
2020,Oldham,KY,Passenger,0,1,1,4,5,20.0,South
2018,Klamath,OR,Passenger,1,0,1,35,36,2.78,West
2020,Penobscot,ME,Passenger,0,1,1,15,16,6.25,Northeast
2017,Montgomery,TX,Passenger,1,0,1,61,62,1.61,South
2018,Richmond,GA,Passenger,0,1,1,95,96,1.04,South
2023,Chesapeake,VA,Passenger,1,2,3,261,264,1.14,South
2019,Prince George's,MD,Passenger,1,1,2,185,187,1.07,Northeast
2022,Yamhill,OR,Passenger,1,0,1,33,34,2.94,West
2022,Ray,MO,Passenger,0,1,1,1,2,50.0,Midwest
2018,Prince George's,MD,Passenger,1,1,2,184,186,1.08,Northeast
2020,Polk,FL,Passenger,1,0,1,65,66,1.52,South
2018,Sumter,FL,Passenger,0,1,1,10,11,9.09,South
2017,Fairfax,VA,Passenger,3,2,5,870,875,0.57,South
2022,Prince William,VA,Passenger,0,1,1,197,198,0.51,South
2018,Richmond,GA,Passenger,0,1,1,95,96,1.04,South
2021,Pennington,SD,Passenger,1,0,1,34,35,2.86,Midwest
2019,Riverside,CA,Passenger,2,2,4,651,655,0.61,West
2017,DeKalb,GA,Passenger,1,0,1,86,87,1.15,South
2021,Larimer,CO,Passenger,1,0,1,50,51,1.96,West
2017,Nueces,TX,Passenger,0,1,1,97,98,1.02,South
2022,Kern,CA,Passenger,0,1,1,196,197,0.51,West
